id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,question_scale,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
12,Sana'a,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Never,Never,,1,19.0,27.142857142857142
12,Sana'a,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Less than once a week,Less than once a week,,2,6.0,8.571428571428571
12,Sana'a,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,At least once a week,At least once a week,,3,3.0,4.285714285714286
12,Sana'a,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Most days of week,Most days of the week,,4,16.0,22.857142857142858
12,Sana'a,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Daily,Daily,,5,26.0,37.142857142857146
12,Sana'a,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,Less,Less frequently,,1,35.0,50.0
12,Sana'a,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,The same,The same as before,,2,10.0,14.285714285714285
12,Sana'a,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,More,More frequently,,3,6.0,8.571428571428571
12,Sana'a,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,19.0,27.142857142857142
12,Sana'a,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Never,Never,,1,25.0,35.714285714285715
12,Sana'a,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Less than once a week,Less than once a week,,2,2.0,2.857142857142857
12,Sana'a,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,At least once a week,At least once a week,,3,3.0,4.285714285714286
12,Sana'a,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Most days of week,Most days of the week,,4,11.0,15.714285714285714
12,Sana'a,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Daily,Daily,,5,29.0,41.42857142857143
12,Sana'a,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,Less,Less frequently,,1,10.0,14.285714285714285
12,Sana'a,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,The same,The same as before,,2,10.0,14.285714285714285
12,Sana'a,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,More,More frequently,,3,25.0,35.714285714285715
12,Sana'a,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,25.0,35.714285714285715
12,Sana'a,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,Never,Never,,1,62.0,88.57142857142857
12,Sana'a,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,Less than once a week,Less than once a week,,2,4.0,5.714285714285714
12,Sana'a,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,At least once a week,At least once a week,,3,2.0,2.857142857142857
12,Sana'a,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,Most days of week,Most days of the week,,4,1.0,1.4285714285714286
12,Sana'a,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,Daily,Daily,,5,1.0,1.4285714285714286
12,Sana'a,media access,9.0,,"Compare to the period before war, do you use Newspaper more or less",Do you read newspapers more or less frequently these days than you did before the war started?,,3.0,Less,Less frequently,,1,2.0,2.857142857142857
12,Sana'a,media access,9.0,,"Compare to the period before war, do you use Newspaper more or less",Do you read newspapers more or less frequently these days than you did before the war started?,,3.0,The same,The same as before,,2,3.0,4.285714285714286
12,Sana'a,media access,9.0,,"Compare to the period before war, do you use Newspaper more or less",Do you read newspapers more or less frequently these days than you did before the war started?,,3.0,More,More frequently,,3,3.0,4.285714285714286
12,Sana'a,media access,9.0,,"Compare to the period before war, do you use Newspaper more or less",Do you read newspapers more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,62.0,88.57142857142857
12,Sana'a,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,In a very bad direction,The wrong direction,,1,58.0,82.85714285714286
12,Sana'a,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,To some extent in a bad direction,Tending to the wrong direction,,2,4.0,5.714285714285714
12,Sana'a,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,To some extent in the right direction,Tending to the right direction,,4,4.0,5.714285714285714
12,Sana'a,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,5.0,2,No,,2,1.0,1.4285714285714286
12,Sana'a,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,Not aware at all,Not knowledgeable at all,,1,60.0,85.71428571428571
12,Sana'a,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,2,Not very knowledgeable,,2,2.0,2.857142857142857
12,Sana'a,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,3,Reasonably knowledgeable,,3,1.0,1.4285714285714286
12,Sana'a,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,4,Knowledgeable,,4,3.0,4.285714285714286
12,Sana'a,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,Very aware,Very knowledgeable,,5,3.0,4.285714285714286
12,Sana'a,politics,5.0,,What in your opinion is the most important outcome of the NDC?,What is the most important outcome of the NDC?,,,Dividing Yemen into regions,Dividing Yemen into regions,,2,3.0,4.285714285714286
12,Sana'a,politics,5.0,,What in your opinion is the most important outcome of the NDC?,What is the most important outcome of the NDC?,,,Provide job opportunities/ improving security/ health and education services,Improving the overall situation in Yemen,,3,1.0,1.4285714285714286
12,Sana'a,politics,5.0,,What in your opinion is the most important outcome of the NDC?,What is the most important outcome of the NDC?,,,Other,Other,,x,3.0,4.285714285714286
12,Sana'a,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,Very bad,Very bad,,1,1.0,1.4285714285714286
12,Sana'a,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,4,Good,,4,3.0,4.285714285714286
12,Sana'a,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,Very good,Very good,,5,2.0,2.857142857142857
12,Sana'a,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Not available,Never,,1,22.0,31.428571428571427
12,Sana'a,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Hardly available,Hardly ever,,2,8.0,11.428571428571429
12,Sana'a,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Somewhat available,Sometimes,,3,24.0,34.285714285714285
12,Sana'a,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Very available,Always,,4,16.0,22.857142857142858
